,,AUC,AUC
,,statistic,pvalue
resnet50,caffe,-8.854447288218257,8.760943597834509e-19
resnet50,caffe_center_crop,-6.888043588247737,5.7432482531578375e-12
resnet50,vgg19,-9.254267089308032,2.264656966672313e-20
caffe,caffe_center_crop,1.9695858287603933,0.04889301789297297
caffe,vgg19,-0.3952859203849616,0.6926340799913944
caffe_center_crop,vgg19,-2.366049723235914,0.01798395489065698
