user_idx,AUC
0,0.3692082323579412
1,0.08990355635925257
2,0.956636021100226
3,0.9489505599826399
4,0.07682895220643637
5,0.8651230921322306
6,0.9761901891523708
7,0.20367211375595995
8,0.737519138727139
9,0.2333903965086981
10,0.8164495536171777
11,0.5460447396816019
12,0.7279987944544907
13,0.892211886834538
14,0.5348178332891279
15,0.9124532851115129
16,0.9544931188097923
17,0.3818264014466546
18,0.7574066148680824
19,0.947993080210487
20,0.04872814948764316
21,0.7296948653959757
22,0.48973465623455376
23,0.9863109482275361
24,0.5074296668254074
25,0.9983061881397003
26,0.4735011513376011
27,0.5720382403645614
28,0.4362420961898964
29,0.6566566807915564
30,0.7444982248449377
31,0.34004014442348146
32,0.32523794884777907
33,0.8589167847132222
34,0.8773451124507443
35,0.7839756959095348
36,0.18764467592592593
37,0.7624728000433993
38,0.35168564384783696
39,0.7164893456704542
40,0.5090510148107515
41,0.4419797587688895
42,0.3785882211103743
43,0.3365943339361061
44,0.31252976172536634
45,0.9927243135718377
46,0.6365170740528647
47,0.3016998191681736
48,0.33042183562998056
49,0.8695287869745797
50,0.6139143223970922
51,0.8427128166178403
52,0.7556916474282855
53,0.2521036769138035
54,0.8947197106690777
55,0.545937865435388
56,0.945801255192288
57,0.991470714109187
58,0.9130319437577629
59,0.7392871566435
60,0.9234855382240685
61,0.8867496895682889
62,0.5944735462014672
63,0.5127158744989301
64,0.4614823566287719
65,0.7676356811365049
66,0.6784385832705351
67,0.9997227228615001
68,0.21762560655836524
69,0.9772754671488849
70,0.8275824652777778
71,0.7037148660948397
72,0.9220294642426581
73,0.6762863602110023
74,0.9904594193633984
75,0.9840326459756119
76,0.1259184694486471
77,0.3471449496380328
78,0.8360648818137965
79,0.49867992766726943
80,0.9737011832357853
81,0.9963592306162183
82,0.9900300785417634
83,0.5282950620037739
84,0.16940730958712472
85,0.5747343295097679
86,0.5032766426922126
87,0.949305283462431
88,0.5687258687258687
89,0.8862890973545229
90,0.34413438811441804
91,0.46720797617755916
92,0.9951717029241035
93,0.43791026962512886
94,0.6560088734567902
95,0.9599155736469169
96,0.10839974440278263
97,0.9563285874452977
98,0.9878963230861965
99,0.8421217600964437
100,0.9276302306236363
101,0.4834506957339571
102,0.4868325085442523
103,0.8217387897309777
104,0.9860519225321125
105,0.6823587561256412
106,0.29697408077154913
107,0.6587462326702833
108,0.9828146379982761
109,0.9627441523993248
110,0.2095396541227388
111,0.43032900526842444
112,0.8076204369002267
113,0.23098112729881073
114,0.9660258844663062
115,0.8070596319491745
116,0.9963348986370404
117,0.038042135085445614
118,0.9856092987924351
119,0.9736980187569736
120,0.8106400805299546
121,0.468068432538008
122,0.7834269730655157
123,0.7664978902953586
124,0.6871746931636561
125,0.5677891513244354
126,0.7448682473369143
127,0.47622348537363096
128,0.23554234662197598
129,0.7444666915941959
130,0.33373725681696237
131,0.6750110005364646
132,0.7736152719425675
133,0.5312889944480949
134,0.9870763963399197
135,0.8299754033133184
136,0.884919845418317
137,0.27614391889040923
138,0.9426540798611112
139,0.2946863980228458
140,0.8555265553137752
141,0.871059325609712
142,0.9482270102123247
143,0.620627916229609
144,0.799564782330886
145,0.8591621458710066
146,0.7549306811332128
147,0.13922410155637802
148,0.5701842687418248
149,0.9638155515370705
150,0.9312236286919832
151,0.8420202409870947
152,0.9247016274864376
153,0.982234680652259
154,0.3597550316758992
155,0.6927565234688158
156,0.5861628320504397
157,0.40402189376220676
158,0.5576050199822782
159,0.9019980224762456
160,0.7731960627120994
161,0.02701660056179098
162,0.8885285430104286
163,0.9906986557357285
164,0.9859674502712478
165,0.225761923132565
166,0.9993128432016685
167,0.3965942312908768
168,0.9857203995153736
169,0.876052585578146
170,0.6685071217171686
171,0.9008734229862748
172,0.9154579761517223
173,0.676126636606949
174,0.10296103395061729
175,0.9863894732400649
176,0.2085026344662945
177,0.3611998794091046
178,0.9997827621788954
179,0.0014285714285714286
180,0.8197271735395707
181,0.7218602127851954
182,0.329065625056511
183,0.18081425488564987
184,0.2973298849119507
185,0.5079595662473403
186,0.13707655213984327
187,0.9682579867389994
188,0.5165490262264845
189,0.9861179761058
190,0.2857005081343693
191,0.8160589749308322
192,0.6765386702031466
193,0.6083929572455862
194,0.6555053917697904
195,0.8939535500515374
196,0.9576423925688831
197,0.9271131578471498
198,0.7965085087016017
199,0.8836024762352545
200,0.08092321788086655
201,0.4436159567927281
202,0.9761772719600704
203,0.980578076494168
204,0.66599960217238
205,0.4953855798617181
206,0.9723731255991752
207,0.8663416579071369
208,0.485280111875972
209,0.8852735700637134
210,0.8308127234039988
211,0.5289502882365711
212,0.7498779377814212
213,0.3497359664351852
214,0.4517021648570929
215,0.012248711534404292
216,0.7191801055011303
217,0.946979788907709
218,0.9650693188667873
219,0.4361757915865486
220,0.666274828947765
221,0.44368761151564834
222,0.978929027901705
223,0.3105485232067511
224,0.9641466443236205
225,0.64885864290924
226,0.9300667265417327
227,0.4072600576271595
228,0.42509625481274066
229,0.4436802671472746
230,0.9958030319476102
231,0.9901684800626902
232,0.9342800826999235
233,0.8273222133138823
234,0.2809826676714393
235,0.5940401263594492
236,0.6747553792450669
237,0.3711862261045702
238,0.6796618753617596
239,0.8976411653716084
240,0.39914165677120694
241,0.9913319710422732
242,0.7356010054431364
243,0.991717952272741
244,0.9966485834840265
245,0.9571601729513288
246,0.8171159549586477
247,0.9633311230333353
248,0.7832440155045302
249,0.38213004551894614
250,0.4392766726943942
251,0.982959614225437
252,0.7022344920704766
253,0.8566098241680079
254,0.7504053817822331
255,0.7239217199426042
256,0.9687283379847017
257,0.9138944310160879
258,0.9070325404193241
259,0.8692108768905258
260,0.768095238095238
261,0.8649129258015709
262,0.9537840200126586
263,0.7582854111661663
264,0.9538363233024691
265,0.8062243065015853
266,0.9331408490605844
267,0.992657785279402
268,0.5866112065587605
269,0.8178190607651551
270,0.9548753873421995
271,0.9702109704641351
272,0.5319015557471022
273,0.8138456901748041
274,0.7657940579020018
275,0.8411744495144636
276,0.8689860211552146
277,0.5779290058528882
278,0.9921328671328671
279,0.5581776644544506
280,0.441562277708788
281,0.13368697067422164
282,0.059640133819584676
283,0.995798623250431
284,0.7344863339884017
285,0.9971066035745502
286,0.9156187077249545
287,0.5709980168656833
288,0.9967509373455339
289,0.7090806059765735
290,0.5224773960216998
291,0.7695493344907407
292,0.28423819341459594
293,0.1234523249786008
294,0.6447158244977427
295,0.8171137500753511
296,0.8840975550933043
297,0.9999035191393907
298,0.0486675788572703
299,0.5472267934969347
300,0.2944367755119264
301,0.7875910956798495
302,0.8347173224785165
303,0.8216965948751334
304,0.2069198312236287
305,0.09240571952160494
306,0.9285055545174532
307,0.057024021218240455
308,0.993777922477255
309,0.6710851507589184
310,0.18658565254344564
311,0.43827878685579597
312,0.11060743973525103
313,0.15228793633568458
314,0.5710006027727547
315,0.4361436631944444
316,0.9497570737941095
317,0.4164119813612553
318,0.9825377785546802
319,0.5318533342173947
320,0.9990114586409967
321,0.772648088874422
322,0.9965461121157324
323,0.6943502142814028
324,0.14747191011235955
325,0.7767597186138053
326,0.2640610966781394
327,0.7657303032129724
328,0.28428476701428657
329,0.9175040235323901
330,0.9855213111591993
331,0.9858951175406871
332,0.9567112354267389
333,0.7268660046186591
334,0.9828183873398644
335,0.6039300783604581
336,0.99512348023171
337,0.8213204885518273
338,0.7638872977878001
339,0.2324510377170827
340,0.9956474035134255
341,0.9817460604526109
342,0.995708180376981
343,0.2432082170477218
344,0.8014997076534518
345,0.4312969046686157
346,0.4303771526392246
347,0.003556380689455633
348,0.3793346634438611
349,0.972706449668475
350,0.9819586852082919
351,0.9844816771609852
352,0.589134483818663
353,0.9983845690174804
354,0.9349005424954792
355,0.8022581500771605
356,0.4342209174046455
357,0.589452555184511
358,0.739175773503475
359,0.31828949985834243
360,0.7781106643599033
361,0.9417818749660857
362,0.04637382377585282
363,0.8351393888959242
364,0.28076964808853844
365,0.8759252561784208
366,0.9877335744424351
367,0.2703485041278954
368,0.9445559594206043
369,0.2731841822635726
370,0.5582941531042797
371,0.9498251959011452
372,0.8803315250150693
373,0.6436849531481772
374,0.8399662376028698
375,0.9866303391240401
376,0.9211457435458497
377,0.8745249900474105
378,0.9747076552139843
379,0.037608672060579024
380,0.8180080786157834
381,0.5970577595562523
382,0.08468303385754154
383,0.4565998384549543
384,0.7605576920758539
385,0.06542839229303818
386,0.39786605582012174
387,0.41531269252606273
388,0.2303763732619418
389,0.9884438014287006
390,0.9938694315510278
391,0.9755875562842452
392,0.9440683789534596
393,0.9330295248773313
394,0.9131742844912306
395,0.772577006141187
396,0.5168747249832729
397,0.8178332891278663
398,0.2526900842139529
399,0.99576237981856
400,0.7851102176625537
401,0.6025981071794563
402,0.01740425249730225
403,0.6274736734238714
404,0.4875980253283585
405,0.841120368472455
406,0.05401609451761656
407,0.9817477109290704
408,0.9067380633645694
409,0.8450188508520585
410,0.9700237495328455
411,0.06280892103676913
412,0.9173372877371286
413,0.8940473606790614
414,0.5392567587932126
415,0.9541010091267497
416,0.5136966481794067
417,0.9147422798483397
418,0.14281408791990405
419,0.18869221723004553
420,0.5792030863825427
421,0.9308133261803868
422,0.6573197268250343
423,0.8854495695994985
424,0.6663612470764112
425,0.6865972171983892
426,0.9394733986762631
427,0.6611955322752726
428,0.8683423749246534
429,0.6283824921183186
430,0.8499951669808129
431,0.6571917746281883
432,0.9713200723327305
433,0.9309461373843325
434,0.39176904621245917
435,0.3874907319778411
436,0.1284018782285821
437,0.9754271314371149
438,0.36875828812537675
439,0.670914307759078
440,0.7329065625056511
441,0.9996503918022905
442,0.9966486036853304
443,0.9441068672839507
444,0.7440831434393123
445,0.9994936678340436
446,0.5274594783573138
447,0.43734026136856824
448,0.30386650337542304
449,0.39274369036209217
450,0.9992163765250518
451,0.8751032366576039
452,0.29960838266263584
453,0.701707644920766
454,0.7348418635210155
455,0.9604067829305492
456,0.8933158932134224
457,0.7680878124642102
458,0.9682519590114527
459,0.6291654610339507
460,0.562049427365883
461,0.4924412296564195
462,0.26519023966822586
463,0.45006841594483327
464,0.9289382632702021
465,0.944478266897329
466,0.3999252521233822
467,0.3942868165186833
468,0.8394213381555153
